customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C100502,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),128.56,424.14,No
C100503,Male,0,Yes,No,3,No,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,76.65,238.27,No
C100504,Female,0,No,No,19,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,43.69,855.78,No
C100505,Female,0,No,Yes,70,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.78,3929.03,Yes
C100506,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,34.37,420.64,Yes
C100507,Female,0,No,No,9,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),93.01,813.27,No
C100508,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),52.42,1091.75,No
C100509,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),18.25,1124.29,No
C100510,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),143.91,6201.6,No
C100511,Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.88,3829.15,No
C100512,Female,1,No,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),52.7,0.0,Yes
C100513,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),120.15,193.42,Yes
C100514,Male,0,No,Yes,22,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,33.75,778.73,Yes
C100515,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),104.1,4293.51,No
C100516,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),52.38,463.4,No
C100517,Male,1,Yes,No,6,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,30.29,250.13,No
C100518,Male,0,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,121.17,4510.18,No
C100519,Male,1,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.69,76.95,Yes
C100520,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,97.6,1079.34,Yes
C100521,Female,1,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,81.03,1379.47,No
C100522,Male,0,Yes,No,19,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,87.97,1809.65,No
C100523,Female,0,Yes,No,31,Yes,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),33.04,1047.39,No
C100524,Male,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.35,760.28,Yes
C100525,Female,0,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,42.14,963.37,No
C100526,Female,0,No,No,21,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,28.33,596.12,No
C100527,Male,0,No,Yes,19,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),82.33,1622.46,No
C100528,Male,0,No,No,24,No,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,104.74,2564.16,No
C100529,Male,0,No,No,7,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),58.5,427.22,No
C100530,Female,0,Yes,No,2,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,63.64,111.38,Yes
C100531,Male,0,No,Yes,3,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),35.86,31.55,Yes
C100532,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),70.22,457.94,Yes
C100533,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,92.8,1495.44,No
C100534,Female,0,Yes,Yes,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),93.75,4088.11,Yes
C100535,Male,0,Yes,Yes,28,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),86.36,2361.58,No
C100536,Male,0,Yes,Yes,37,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),51.45,1936.72,No
C100537,Female,0,Yes,No,10,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.5,424.94,No
C100538,Female,0,No,No,12,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),93.86,1141.3,Yes
C100539,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.36,1174.5,Yes
C100540,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),64.84,351.69,Yes
C100541,Male,0,No,No,1,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),57.21,37.67,No
C100542,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),105.02,2142.95,No
C100543,Male,0,Yes,No,72,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.2,4291.75,No
C100544,Female,1,No,No,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.38,429.55,Yes
C100545,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.89,37.25,Yes
C100546,Female,0,Yes,Yes,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.57,1413.87,Yes
C100547,Male,0,No,Yes,6,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),118.37,789.3,No
C100548,Male,0,Yes,No,42,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),73.6,3108.14,No
C100549,Female,0,No,Yes,29,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,48.68,1391.88,No
C100550,Female,1,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,28.28,2003.36,Yes
C100551,Male,0,Yes,No,12,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.3,338.72,No
C100552,Female,0,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,58.81,1464.15,No
C100553,Male,1,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),127.75,1956.87,Yes
C100554,Female,0,Yes,No,23,Yes,No,No,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),52.46,1186.27,No
C100555,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),113.42,1572.05,No
C100556,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),66.08,299.05,No
C100557,Male,0,No,No,17,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,34.57,564.05,No
C100558,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.8,1074.55,Yes
C100559,Male,1,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),31.57,1314.35,No
C100560,Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),44.32,1463.67,No
C100561,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),43.43,1183.69,Yes
C100562,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,18.25,59.81,No
C100563,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),115.38,3389.79,No
C100564,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.33,1211.9,No
C100565,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.41,2726.57,No
C100566,Male,0,No,No,60,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,76.65,4577.22,No
C100567,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),44.94,120.65,Yes
C100568,Female,0,No,No,41,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.25,751.0,Yes
C100569,Female,0,No,No,0,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,158.7,0.0,No
C100570,Male,0,Yes,No,10,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.69,788.92,No
C100571,Female,0,No,Yes,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,52.33,1005.25,No
C100572,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,18.25,52.3,No
C100573,Male,1,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.18,867.41,No
C100574,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),119.63,0.0,No
C100575,Male,0,Yes,Yes,4,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),115.06,390.96,Yes
C100576,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,92.6,1862.24,No
C100577,Male,0,No,No,30,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.55,1120.36,Yes
C100578,Male,0,No,No,59,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,115.3,6870.53,No
C100579,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.49,2453.16,Yes
C100580,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),89.65,2271.22,No
C100581,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,83.39,1011.33,No
C100582,Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,24.79,30.04,Yes
C100583,Male,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),34.06,8.47,No
C100584,Male,1,No,No,18,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,54.69,982.24,No
C100585,Female,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),89.31,2305.28,No
C100586,Male,0,No,No,12,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),28.59,310.35,No
C100587,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),64.74,2031.88,Yes
C100588,Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,64.7,1042.42,No
C100589,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,93.78,114.62,Yes
C100590,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,90.24,479.17,No
C100591,Male,1,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),39.69,1760.86,Yes
C100592,Female,0,No,Yes,30,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),113.4,3345.83,Yes
C100593,Male,0,No,No,54,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,35.1,1820.14,No
C100594,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),102.77,322.26,Yes
C100595,Male,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,53.5,3837.69,No
C100596,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.92,519.73,No
C100597,Female,0,No,No,0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.78,22.92,No
C100598,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,75.93,5469.87,No
C100599,Male,1,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.23,622.97,No
C100600,Female,0,Yes,No,26,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.74,2064.34,No
C100601,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.51,402.23,No
C100602,Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.94,1674.84,Yes
C100603,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,32.07,1792.0,Yes
C100604,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),78.09,707.53,No
C100605,Female,0,Yes,No,26,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,53.08,1391.14,No
C100606,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),36.72,59.92,No
C100607,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),61.3,1451.75,No
C100608,Male,0,No,No,9,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,75.5,637.18,No
C100609,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,77.49,380.55,No
C100610,Female,1,No,Yes,9,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),101.68,979.42,No
C100611,Male,0,Yes,No,4,Yes,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),109.22,525.85,No
C100612,Male,0,Yes,No,55,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),80.09,4319.93,No
C100613,Male,0,No,Yes,12,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),85.51,1027.63,No
C100614,Male,0,Yes,No,6,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.86,450.81,Yes
C100615,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.02,1226.9,No
C100616,Female,1,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.61,801.62,No
C100617,Male,0,No,Yes,32,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.37,2193.65,Yes
C100618,Female,0,No,No,72,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),134.56,9698.03,Yes
C100619,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),53.61,651.05,No
C100620,Male,0,No,Yes,47,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,113.63,5361.25,No
C100621,Male,0,Yes,No,20,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,29.37,629.31,No
C100622,Female,0,Yes,No,4,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.41,384.0,Yes
C100623,Male,1,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.1,3141.1,No
C100624,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),18.25,288.45,No
C100625,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.17,1865.27,Yes
C100626,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.46,4758.36,No
C100627,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),77.56,1053.52,No
C100628,Female,0,No,No,55,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,81.34,4449.69,No
C100629,Female,0,No,Yes,33,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,74.09,2384.05,No
C100630,Female,0,No,No,16,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),37.17,612.69,No
C100631,Male,0,Yes,No,22,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),141.04,3079.0,Yes
C100632,Female,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,54.89,533.19,No
C100633,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,83.02,5977.82,No
C100634,Male,1,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.59,1348.08,Yes
C100635,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,18.25,0.0,No
C100636,Female,0,No,No,9,No,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),42.26,387.51,No
C100637,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),26.57,576.15,No
C100638,Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),102.75,41.73,No
C100639,Male,1,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,51.79,0.0,No
C100640,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.58,736.9,No
C100641,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,38.07,404.86,Yes
C100642,Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,72.82,918.11,Yes
C100643,Female,0,No,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),48.51,275.99,No
C100644,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.77,405.65,Yes
C100645,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.06,2215.14,Yes
C100646,Female,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),52.85,873.85,No
C100647,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,95.51,469.49,Yes
C100648,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.24,680.97,No
C100649,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),70.64,1516.98,No
C100650,Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),26.12,55.33,No
C100651,Male,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.87,144.43,No
C100652,Female,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.65,223.98,No
C100653,Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),110.01,4452.96,No
C100654,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,47.44,1591.37,No
C100655,Female,1,Yes,Yes,33,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,138.34,4507.0,No
C100656,Female,0,Yes,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,86.71,2648.69,Yes
C100657,Female,0,No,No,26,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),24.42,609.86,Yes
C100658,Male,0,No,No,15,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,44.64,659.89,No
C100659,Male,0,No,No,24,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,112.63,2619.08,No
C100660,Male,0,No,Yes,0,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.3,0.0,Yes
C100661,Female,0,No,Yes,23,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,70.54,1644.35,No
C100662,Female,1,Yes,No,36,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,74.5,2732.31,Yes
C100663,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),35.06,595.21,No
C100664,Female,1,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),109.64,1128.94,No
C100665,Female,1,No,No,7,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,40.37,279.35,No
C100666,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,95.34,2267.82,Yes
C100667,Male,1,Yes,No,28,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),110.56,3110.12,No
C100668,Female,0,Yes,Yes,49,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.44,3541.63,No
C100669,Female,0,No,No,10,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,99.03,990.54,No
C100670,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),125.43,4450.56,No
C100671,Male,1,Yes,No,19,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,78.04,1472.01,No
C100672,Male,1,No,No,51,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,64.74,3252.73,No
C100673,Male,0,Yes,No,18,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,67.99,1223.3,No
C100674,Male,0,No,No,17,Yes,Yes,No,Yes,No,No,No,No,No,Two year,Yes,Electronic check,47.71,816.37,No
C100675,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.03,936.5,Yes
C100676,Male,0,Yes,No,33,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.27,2811.94,Yes
C100677,Male,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.08,4726.03,No
C100678,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),79.83,8.28,No
C100679,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),25.3,102.02,Yes
C100680,Male,0,No,Yes,66,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.22,4299.45,No
C100681,Female,1,Yes,No,18,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,100.9,1923.75,No
C100682,Female,0,No,No,22,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),36.43,787.09,Yes
C100683,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,70.5,1048.02,Yes
C100684,Female,0,No,Yes,2,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.25,33.5,No
C100685,Male,1,No,No,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,30.84,1098.66,No
C100686,Male,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),94.23,3109.58,No
C100687,Female,0,Yes,No,8,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.72,479.09,No
C100688,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,124.66,1062.73,No
C100689,Male,0,Yes,No,43,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,82.97,3595.99,No
C100690,Male,0,No,Yes,1,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),85.92,37.98,Yes
C100691,Male,0,No,Yes,51,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,37.71,1960.24,No
